pdf_name,file_hash,file_size_bytes,pdf_version,num_pages,num_objects,num_stream_objects,num_embedded_files,num_annotation_objects,num_form_fields,creation_date_ts,mod_date_ts,creation_mod_date_diff,avg_entropy_per_stream,max_entropy_per_stream,min_entropy_per_stream,std_entropy_per_stream,num_streams_entropy_gt_threshold,num_encrypted_streams,num_corrupted_objects,num_objects_with_random_markers,has_broken_name_trees,num_suspicious_filters,has_javascript,has_launch_actions,avg_file_size_per_page,compression_ratio,num_eof_markers,extraction_success,extraction_time_ms,error_count,label
custom_8_embedded.pdf,a4db43f2d86cdf5f2088f089987da9c964003facca1d3ff34feee98c606906b1,154064,1.3,4,24,20,1,0,1,0,0,0,7.422863316438338,7.983938914628575,2.0,1.7151322331623216,10,0,0,0,False,8,False,False,38516.0,38516.0,1,True,57,0,1
ml_2_embedded.pdf,d52d3597cd65e7888f4a8e898ecd0c84385e59d7bf8b3d2e284ac666a948ecf9,10588,1.3,1,6,5,1,0,1,0,0,0,6.686722967269051,7.832907794111182,2.5,1.6397662309708274,7,0,0,0,False,2,False,False,10588.0,10588.0,1,True,16,0,1
output_interleave_complex.pdf,e3bf25084b66319f34e9fa40734ae96f17fc65f7f17df8e930354b4b79de4162,7268131,1.4,285,1710,1425,0,0,0,486002,0,486002,6.965071149685944,7.999757718078671,0.0,2.208200913957286,10,0,0,0,False,309,False,True,25502.21403508772,25502.21403508772,1,True,1891,0,1
agentic_ai_3_embedded.pdf,4eb8ed861b862748f0d76ca8bea070cdc435c94ca975e1c0abbce6920261d7f8,10563,1.3,1,6,5,1,0,1,0,0,0,6.602008959959335,7.833401355224688,1.584962500721156,1.860935507482108,7,0,0,0,False,2,False,False,10563.0,10563.0,1,True,8,0,1
Stego_JS_Embedded (1).pdf,2dffe2f31883add511de25d0e37996398c906745246ec40af621714203ac9458,576058,1.3,44,264,220,0,0,1,0,0,0,7.374623255958671,7.989618283568932,2.5,1.5525148138019647,10,0,0,0,False,71,True,True,13092.227272727272,13092.227272727272,1,True,153,0,1
output_6db26ba8f6b44088be97e30cc3ea2412.pdf,f17b28fc429a750237fcd2a15901b0eb59534e5c37eba38711cd21f693646d44,31350,1.4,1,6,5,0,0,0,0,0,0,7.526821678112545,7.941884989748798,5.964804843963988,0.6449719160517697,8,0,0,0,False,9,False,False,31350.0,31350.0,1,True,17,0,1
fintech_24_embedded.pdf,6c457d4a805d52d3ebd72e70f01045aa2cc465ade792d7b240e669d2b8e573db,10571,1.3,1,6,5,1,0,1,0,0,0,6.458144233777503,7.833248175653229,0.0,2.2614991842285512,7,0,0,0,False,2,False,False,10571.0,10571.0,1,True,19,0,1
tech_article_8_embedded.pdf,478b1d890cd64e4bb017fe78e41de638eda1d1b82bb35b3e89567ee63a9c77e8,777953,1.3,1,6,5,1,0,1,0,0,0,6.693382997418041,7.965626563183338,1.584962500721156,1.737750921842827,6,0,0,0,False,6,True,False,777953.0,777953.0,1,True,130,0,1
agritech_6_embedded.pdf,70b81d32bb3569382a12d69bbfc054543add85edbd7065b7eaa3d7ab268d6267,10557,1.3,1,6,5,1,0,1,0,0,0,6.654451810217818,7.834751655702163,2.2359263506290326,1.7091222636382666,7,0,0,0,False,2,False,False,10557.0,10557.0,1,True,14,0,1
tech_article_9_embedded.pdf,73343282482c76dec8e7c7c340e2e948c0f33514b478e0e4396a8924a1fc6d71,45031,1.3,1,6,5,1,0,1,0,0,0,6.435692334302672,7.868890521694174,0.0,2.1366729168289353,5,0,0,0,False,6,False,False,45031.0,45031.0,1,True,21,0,1
fintech_32_embedded.pdf,6c457d4a805d52d3ebd72e70f01045aa2cc465ade792d7b240e669d2b8e573db,10571,1.3,1,6,5,1,0,1,0,0,0,6.458144233777503,7.833248175653229,0.0,2.2614991842285512,7,0,0,0,False,2,False,False,10571.0,10571.0,1,True,18,0,1
tech_13_embedded.pdf,3b2515d9135b0da06893ef16a9720082b239a5fedd98d6900c3c78c91d8ddd18,10548,1.3,1,6,5,1,0,1,0,0,0,6.681988721595294,7.832430006562675,2.5,1.64401445488015,7,0,0,0,False,2,False,False,10548.0,10548.0,1,True,18,0,1
agritech_14_embedded.pdf,70b81d32bb3569382a12d69bbfc054543add85edbd7065b7eaa3d7ab268d6267,10557,1.3,1,6,5,1,0,1,0,0,0,6.654451810217818,7.834751655702163,2.2359263506290326,1.7091222636382666,7,0,0,0,False,2,False,False,10557.0,10557.0,1,True,20,0,1
tech_article_1_embedded.pdf,87d8d161af66dbfb4f3a9efa4698dd3f33c896add84c2df78eac6b2bd280cc5f,325532,1.3,1,6,5,1,0,1,0,0,0,6.620894912648532,7.9898623564200015,1.0,1.9237774226333069,5,0,0,0,False,6,False,False,325532.0,325532.0,1,True,74,0,1
stego2.pdf,6fc80aee431c721ac099305acf6d2d0a88faad2c350b7e0de9c1e287b447d574,233407,1.5,2,12,10,0,0,0,855652,933179,77527,5.874778481150531,7.780777444935276,2.2359263506290326,1.2578185149651844,1,0,0,0,False,15,False,False,116703.5,116703.5,1,True,140,0,1
cloud_4_embedded.pdf,bb45540b9431868715c5634b32beda40434b5b4a4d4d7a17219152a2271538ee,10556,1.3,1,6,5,1,0,1,0,0,0,6.660780206558543,7.834751655702163,2.2516291673878226,1.7021019021632764,7,0,0,0,False,2,False,False,10556.0,10556.0,1,True,8,0,1
edtech_15_embedded.pdf,bb11ba5319338fd6ff9b21ff6818c61d72c06dae39d7ca85cc7a54e9143ed603,10538,1.3,1,6,5,1,0,1,0,0,0,6.680677740889151,7.832258530217008,2.5,1.645483816532677,7,0,0,0,False,2,False,False,10538.0,10538.0,1,True,10,0,1
custom_1_embedded.pdf,6a97573e21c4e9066977602c2cc340715d1850bd6cb7ec8a16a3d895fd942d5d,154698,1.3,5,30,25,1,0,1,0,0,0,7.466293850895704,7.9840147653142575,2.5,1.5708701647028354,10,0,0,0,False,10,False,False,30939.6,30939.6,1,True,36,0,1
Stego_Embedded_Lecture.pdf,1ac6fd0b5fa483e35cafeb73dd4e76ae568c129921ae1479225ddd661189f43f,833220,1.3,44,264,220,0,0,1,0,0,0,6.659624554349806,7.991557095473346,3.9966393390134027,1.7673178629781712,6,0,0,0,False,71,False,True,18936.81818181818,18936.81818181818,1,True,273,0,1
cloud_28_embedded.pdf,bb45540b9431868715c5634b32beda40434b5b4a4d4d7a17219152a2271538ee,10556,1.3,1,6,5,1,0,1,0,0,0,6.660780206558543,7.834751655702163,2.2516291673878226,1.7021019021632764,7,0,0,0,False,2,False,False,10556.0,10556.0,1,True,7,0,1
cloud_12_embedded.pdf,bb45540b9431868715c5634b32beda40434b5b4a4d4d7a17219152a2271538ee,10556,1.3,1,6,5,1,0,1,0,0,0,6.660780206558543,7.834751655702163,2.2516291673878226,1.7021019021632764,7,0,0,0,False,2,False,False,10556.0,10556.0,1,True,9,0,1
tech_article_7_embedded.pdf,1806bb0f4edfac26e7dd63007416975eee88b084d2fe566ed620dcd1e634b70a,24986,1.3,1,6,5,1,0,1,0,0,0,6.377909332421976,7.916831633909116,2.2516291673878226,1.471641750772815,3,0,0,0,False,4,False,False,24986.0,24986.0,1,True,13,0,1
fintech_16_embedded.pdf,6c457d4a805d52d3ebd72e70f01045aa2cc465ade792d7b240e669d2b8e573db,10571,1.3,1,6,5,1,0,1,0,0,0,6.458144233777503,7.833248175653229,0.0,2.2614991842285512,7,0,0,0,False,2,False,False,10571.0,10571.0,1,True,13,0,1
output_embedded.pdf,4656ab3199ebc78356fe26f86147b9fc944c73ac2294937a0c2b77d63de32437,6160976,1.4,285,1710,1425,0,0,0,486002,0,486002,7.121419303158789,7.8266158473301894,2.2516291673878226,1.5435524442844342,10,0,0,0,False,309,False,True,21617.459649122808,21617.459649122808,1,True,1230,0,1
NETWORK_VISUALIZATION_protected.pdf,23d57f12ee62b7c279e042afa69a71c1dec1cd602815c414d907d6d15eb0a5e0,248445,1.4,10,60,50,0,0,0,0,0,0,7.467048190068951,7.990845252889187,2.321928094887362,1.6270387859454698,10,1,0,0,False,26,False,False,24844.5,24844.5,1,True,63,0,1
custom_5_embedded.pdf,1f4aeabd6f1638c866acf76375f312b6cc1d3e6eedcd1941ea88feec4675e46d,154611,1.3,5,30,25,1,0,1,0,0,0,7.2389775745820595,7.9840744935442185,0.0,2.289433808424747,10,0,0,0,False,10,False,False,30922.2,30922.2,1,True,48,0,1
metadata_embedded.pdf,9fa35be46655dfbd51b02a1801d878ac2cb3504f0c5f774aa85cd2e021c09130,173282,1.3,1,6,5,0,0,1,0,0,0,5.920510540157308,6.43493314543061,1.0,1.556040762284603,0,0,0,0,False,6,False,False,173282.0,173282.0,1,True,40,0,1
ai_1_embedded.pdf,b989dafc01ee2cf12cded07695f3fb42fc51033d88243852227b26f5b8c56c5d,10612,1.3,1,6,5,1,0,1,0,0,0,6.55678140054122,7.834470204566028,1.0,2.00172046407255,7,0,0,0,False,2,False,False,10612.0,10612.0,1,True,14,0,1
agentic_ai_19_embedded.pdf,4eb8ed861b862748f0d76ca8bea070cdc435c94ca975e1c0abbce6920261d7f8,10563,1.3,1,6,5,1,0,1,0,0,0,6.602008959959335,7.833401355224688,1.584962500721156,1.860935507482108,7,0,0,0,False,2,False,False,10563.0,10563.0,1,True,16,0,1
output_eof.pdf,b538d33d53ed9d468855cfbca8e0699a525b094e5adc00c1b7af180946022823,7270135,1.4,285,1710,1425,0,0,0,486002,0,486002,7.174707050184335,7.987834377895499,2.321928094887362,1.5424664066855271,10,0,0,0,False,309,False,True,25509.245614035088,25509.245614035088,1,True,1891,0,1
Stego_Hidden_EmbeddedFile.pdf,ecef6864fb0943b4fdf4ba833660692243787d73b54f00f06e88916c0d83b8b3,703365,1.3,44,264,220,1,0,1,0,0,0,7.424242792226434,7.992819711357332,2.321928094887362,1.6152772985248385,10,0,0,0,False,71,False,True,15985.568181818182,15985.568181818182,1,True,125,0,1
output_837fd0927db64ba3aae1c036662d7c4f.pdf,ffcaf0012f9153cc4781e9cf763c3292db7ceec0e01afd892f15cae7bd35c041,322546,1.4,4,24,20,0,120,0,0,0,0,5.9894877749882065,7.667748293802676,2.2516291673878226,1.290696881801782,1,0,0,0,False,17,False,False,80636.5,80636.5,1,True,78,0,1
cloud_36_embedded.pdf,bb45540b9431868715c5634b32beda40434b5b4a4d4d7a17219152a2271538ee,10556,1.3,1,6,5,1,0,1,0,0,0,6.660780206558543,7.834751655702163,2.2516291673878226,1.7021019021632764,7,0,0,0,False,2,False,False,10556.0,10556.0,1,True,10,0,1
agentic_ai_11_embedded.pdf,4eb8ed861b862748f0d76ca8bea070cdc435c94ca975e1c0abbce6920261d7f8,10563,1.3,1,6,5,1,0,1,0,0,0,6.602008959959335,7.833401355224688,1.584962500721156,1.860935507482108,7,0,0,0,False,2,False,False,10563.0,10563.0,1,True,15,0,1
ml_26_embedded.pdf,d52d3597cd65e7888f4a8e898ecd0c84385e59d7bf8b3d2e284ac666a948ecf9,10588,1.3,1,6,5,1,0,1,0,0,0,6.686722967269051,7.832907794111182,2.5,1.6397662309708274,7,0,0,0,False,2,False,False,10588.0,10588.0,1,True,17,0,1
tech_article_4_embedded.pdf,b758a8e44c0215d57a6a67b60155f56ff98bf4ea3b7e324b0c50099cfc343b1d,13384,1.3,1,6,5,1,0,1,0,0,0,6.225452498667973,7.747136838835805,2.0,1.4382341505141796,3,0,0,0,False,4,False,False,13384.0,13384.0,1,True,15,0,1
